"key" "fi" "sv"
"ya-sijoituslupa-leikkipaikan-tai-koiratarhan-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-maalampoputkien-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-muuntamoiden-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-muu-sijoituslupa._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-pysyvien-maanalaisten-rakenteiden-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-pysyvien-maanpaallisten-rakenteiden-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-rakennuksen-pelastuspaikan-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-rakennuksen-tai-sen-osan-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-sahko-data-ja-muiden-kaapelien-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-vesi-ja-viemarijohtojen-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.kayttotarkoitus" "Alueen käyttötarkoitus" "Områdets användningsändamål"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.muu-sijoituksen-tarkoitus" "Muu työn tarkoitus" "Annat syfte med arbete"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus._group_label" "Työn tarkoitus" "Syftet med arbetet"
"sahko)" "Jakokaappi (tele/sahkö)" "Fördelningsskåp (tele/el)"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.jate--tai-sadevesi" "Jäte- tai sadevesi" "Avlopps- eller regnvatten"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.kaivo-(kaukolampo)" "Kaivo (kaukolämpö)" "Brunn (fjärrvärme)"
"sahko)" "Kaivo (tele/sähkö)" "Brunn (tele/el)"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.kaivo-(vesi,-jate--tai-sadevesi)" "Kaivo (vesi, jäte- tai sadevesi)" "Brunn (vatten, avfalls- eller regnvatten)"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.katuvalo" "Katuvalo" "Gatubelysning"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.kaukolampo" "Kaukolämpö" "Fjärrvärme"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.liikennevalo" "Liikennevalo" "Trafikljus"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.sahko" "Sähkö" "El"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.tele" "Tele" "Tele"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoituksen-tarkoitus.vesijohto" "Vesijohto" "Vattenledning"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.sijoitusLuvanTunniste" "Sijoitusluvan tai -sopimuksen tunniste" "Placeringstillståndets eller -avtalets identifikation"
"yleiset-alueet-hankkeen-kuvaus-kaivulupa.varattava-pinta-ala" "Varattava pinta-ala" "Arealen som reserveras"
"yleiset-alueet-hankkeen-kuvaus-kayttolupa._group_label" "Hankkeen kuvaus" "Beskrivning av projekt"
"yleiset-alueet-hankkeen-kuvaus-kayttolupa.kayttotarkoitus" "Alueen käyttötarkoitus" "Områdets användningsändamål"
"yleiset-alueet-hankkeen-kuvaus-kayttolupa.varattava-pinta-ala" "Varattava pinta-ala" "Arealen som reserveras"
"yleiset-alueet-hankkeen-kuvaus-sijoituslupa._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"yleiset-alueet-hankkeen-kuvaus-sijoituslupa.kaivuLuvanTunniste" "Kaivuluvan tunniste" "Grävtillståndets nummer"
"yleiset-alueet-hankkeen-kuvaus-sijoituslupa.kayttotarkoitus" "Kohteen kuvaus" "Områdets beskrivning"
"yleiset-alueet-hankkeen-kuvaus-sijoituslupa.kayttotarkoitus.help" "Selostus rakenteista, laitteista ja varusteista, joille haetaan sijoituslupaa." "Redogörelse om konstruktioner,anläggningar och utrustning, för vilka man ansöker om förläggningslov"
"yleiset-alueet-maksaja._group_label" "Luvan maksaja (Hakemusten ja ilmoitusten maksullisuus määräytyy kunnan oman taksan mukaan.)" "Tillståndets betalare (Kostnader för ansökningar och anmälningar bestäms enligt kommunens egen taxa.)"
"yl-hankkeen-kuvaus._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"yl-hankkeen-kuvaus.kuvaus" "Lyhyt kuvaus toiminnasta" "Kort beskrivning av verksamheten"
"yl-hankkeen-kuvaus.peruste" "Hakijan käsitys luvan haun perusteista (YSL/YSA pykälät ja kohdat)" "Sökandens uppfattning om grunderna för ansökan (Miljöskyddslagens /miljöskyddsförordningens paragrafer och punkter)"
"yl-lupamaaraysten-tarkistaminen._group_label" "Lupamääräysten tarkistaminen" "Justering av tillståndsvillkoren"
"yl-olemassa-oleva-toiminta._group_label" "Olemassa oleva toiminta" "Befintlig verksamhet"
"yl-toiminnan-aloittamislupa._group_label" "Toiminnan aloittamislupa (YSL 101 §)" "Star"
"yl-toiminnan-muutos._group_label" "Toiminnan muutos" "Ändring av verksamhet"
"yl-uusi-toiminta._group_label" "Uusi toiminta" "Ny verksamhet"
"ymp-ilm-kesto._group_label" "Toiminnan kesto" "Verksamhetens varaktighet"
"ymp-ilm-kesto.kesto._group_label" "Toiminnan kesto" "Verksamhetens varaktighet"
"ymp-ilm-kesto.kesto.alku" "Aloitus" "Inledning"
"ymp-ilm-kesto.kesto.arki._group_label" "Kellonajat arkena" "Klockslag på vardagar"
"ymp-ilm-kesto.kesto.arki.arkiAlkuAika" "Alkaa arkena kello" "Börjar på vardagar kl."
"ymp-ilm-kesto.kesto.arki.arkiLoppuAika" "Loppuu arkena kello" "Slutar på vardagar kl."
"ymp-ilm-kesto.kesto.lauantai._group_label" "Kellonajat lauantaina" "Klockslag på lördagar"
"ymp-ilm-kesto.kesto.lauantai.lauantaiAlkuAika" "Alkaa lauantaina kello" "Börjar på lördagar kl."
"ymp-ilm-kesto.kesto.lauantai.lauantaiLoppuAika" "Loppuu lauantaina kello" "Slutar på lördagar kl."
"ymp-ilm-kesto.kesto.loppu" "Lopetus" "Avslutning"
"ymp-ilm-kesto.kesto.sunnuntai._group_label" "Kellonajat sunnuntaina" "Klockslag på söndagar"
"ymp-ilm-kesto.kesto.sunnuntai.sunnuntaiAlkuAika" "Alkaa sunnuntaina kello" "Börjar på söndagar kl."
"ymp-ilm-kesto.kesto.sunnuntai.sunnuntaiLoppuAika" "Loppuu sunnuntaina kello" "Slutar på söndagar kl."
"ymp-ilm-kesto-mini._group_label" "Toiminnan kesto" "Verksamhetens varaktighet"
"ymp-ilm-kesto-mini.kesto._group_label" "Toiminnan kesto" "Verksamhetens varaktighet"
"ymp-ilm-kesto-mini.kesto.alku" "Aloitus" "Inledning"
"ymp-ilm-kesto-mini.kesto.loppu" "Lopetus" "Avslutning"
"ymp-ilm-sijainti._group_label" "Sijainti" "Placering"
"ymp-ilm-sijainti.osoite._group_label" "Osoite" "Adress"
"ymp-ilm-sijainti.osoite.katu" "Katuosoite" "Gatuadress"
"ymp-ilm-sijainti.osoite.postinumero" "Postinumero" "Postnummer"
"ymp-ilm-sijainti.osoite.postitoimipaikannimi" "Postitoimipaikka" "Postanstalt"
"ymp-maksaja._group_label" "Luvan maksaja (Hakemusten ja ilmoitusten maksullisuus määräytyy kunnan oman taksan mukaan.)" "Tillståndets betalare (Kostnader för ansökningar och anmälningar bestäms enligt kommunens egen taxa.)"
"huoneistot.groupHelpText" "Täytä taulukon huoneistoista kohteena olevien huoneistojen tiedot ja merkitse huoneiston riville viimeiseen kenttään muutos. Lisäohjeita saat viemällä hiiren kyseisen kentän päälle." "Fyll i lägenhetens/lägenheternas uppgifter i fälten och välj ”Ändring” i sista fältet. Du får tilläggsanvisningar genom att föra muspekaren över ifrågavarande fält."
"huoneistot.muutostapa.help" "Huoneiston lisäys/poisto/muutos</br><b>Lisäys:</b> Valintaa käytetään kun muutostyössä syntyy uusi huoneisto (uusi yksilöivä huoneistotunniste).</br><b>Poisto:</b> Valintaa käytetään kun muutostyössä poistuu yksilöivä huoneistotunniste.</br><b>Muutos:</b> Valintaa käytetään, kun muutostyö kohdistuu jo olemassa olevassa yksilöidyssä huoneistotunnisteessa.</br></br>Jos lupa ei koske kyseistä huoneistoa, jätä valinta tekemättä. Jos valitset väärän huoneiston, voit poistaa tehdyn valinnan.</br></br><b>Esimerkki 1:</b> Jos huoneisto A10 halutaan jakaa kahdeksi asunnoksi, niin että syntyy kaksi uutta huoneistotunnistetta, ilmoitetaan A10 poistona ja uudet A10a ja A10b ilmoitetaan lisäyksinä.</br><b>Esimerkki 2:</b> Jos huoneisto A10 jaetaan kahdeksi huoneistoksi, niin että vanha tunniste halutaan myös säilyttää, niin muuttuva A10 ilmoitetaan muutoksena ja siitä lohkaistu uusi asunto esim. A10b lisäyksenä." "Tillägg/strykning/ändring av lägenhet</br><b>Tillägg:</b> Detta alternativ används när ändringsarbetet ger upphov till en ny lägenhet (ny unik lägenhetsbeteckning).</br><b>Strykning:</b> Detta alternativ används när ändringsarbetet leder till att en unik lägenhetsbeteckning försvinner.</br><b>Ändring:</b> Detta alternativ används när ändringsarbetet gäller en existerande unik lägenhetsbeteckning.</br></br>Om tillståndet inte berör lägenheten i fråga behöver du inte välja något av alternativen. Om du väljer fel lägenhet kan du ångra ditt val.</br></br><b>Exempel 1:</b> Om lägenheten A10 ska delas upp i två lägenheter som ger upphov till två nya lägenhetsbeteckningar anmäls A10 som en strykning och de nya A10a och A10b som tillägg.</br><b>Exempel 2:</b> Om lägenheten A10 ska delas upp i två lägenheter så att den gamla beteckningen bibehålls anmäls A10 som en ändring och den nya bostaden som åtskiljs från denna t.ex.  som tillägg A10b."
"osapuoli.patevyys._group_label" "Suunnittelijan kelpoisuus" "Planerarens behörighet"
"osapuoli.patevyys.patevyys" "Suunnittelijan kelpoisuus" "Planerarens behörighet"
"osapuoli.patevyys.patevyysluokka._group_label" "Suunnittelutehtävän vaativuusluokka" "Planeringsuppgiftens svårighetsgrad"
"osapuoli.patevyys.patevyysvaatimusluokka._group_label" "Suunnittelutehtävän vaativuusluokka" "Planeringsuppgiftens svårighetsgrad"
"osapuoli.patevyys.patevyys.help" "Suunnittelijan kelpoisuus esimerkiksi FISE-pätevyysnimikkeitä käyttäen." "Planerarens kompetens mätt med till exempel FISE-beteckningar för personkompetens."
"asemakaava-laadinta._group_label" "Asemakaavalaadinta" "Utarbetande av detaljplan"
"asemakaava-muutos._group_label" "Asemakaavamuutos" "Detaljplanändring"
"halkominen._group_label" "Tontin tai kiinteistön halkominen" "Klyvning av tomt eller fastighet"
"kerrostalo-rivitalo._group_label" "Asuinkerrostalon tai rivitalon rakentaminen" "Byggande av flervåningshus eller radhus"
"kerrostalo-rt-laaj._group_label" "Asuinkerrostalon tai rivitalon laajentaminen" "Utbyggande av flervåningshus eller radhus"
"kiinteistotoimitus._group_label" "Perustelut" "Motiveringar"
"kiinteistotoimitus.kuvaus" "Perustelut" "Motiveringar"
"linjasaneeraus._group_label" "Rakennuksen linjasaneeraus ja/tai talotekniikan muuttaminen" "Linjesanering och/eller ändring byggnadens husteknik"
"maankayton-muutos._group_label" "Maankäytön muutos" "Ändring av markanvändnig"
"maankayton-muutos.kuvaus" "Maankäytön muutos" "Ändring av markanvändnig"
"maanmittaustoimitukset._group_label" "Perustelut" "Motiveringar"
"maanmittaustoimitukset.kuvaus" "Perustelut" "Motiveringar"
"muu-rakennus-laaj._group_label" "Liike-, toimisto-, opetus-, päiväkoti-, palvelu-, hoitolaitos- tai muun rakennuksen laajentaminen" "Utbyggande av affärs-, kontors-, undervisnings-, service-, vårdanstalt- eller annan byggnad"
"operations.aiemmalla-luvalla-hakeminen" "Rakennusvalvonnan luvan siirto Lupapisteeseen" "Flyttning av byggnadstillsyns tillstånd  till Lupapiste"
"operations.aiemmalla-luvalla-hakeminen.desc" "Voit siirtää aikaisemman, paperilla haetun lupasi Lupapisteeseen. Syötä alle siihen liittyvät tiedot." "Du kan flytta ditt tidigare, med papperdokument ansökt tillstånd till Lupapiste.  Ange nedan uppgifter som gäller det."
"operations.aita" "Aidan rakentaminen" "Byggande av inhägnad"
"operations.aita.desc" "Kuvaamasi toimenpide vaatii yleensä luvan tai ilmoituksen.<br><br> Luvanvaraisuudesta kerrotaan muun muassa kunnan omassa rakennusjärjestyksessä.<br><br>Mikäli et löydä tarvitsemaasi tietoa, voit varmistaa asiointiin liittyvät ohjeet tekemällä neuvontapyynnön.<br><br>Kysymyksesi välitetään kunnan lupa-asioista vastaavalle viranomaiselle.<br><br> Lähetämme sinulle tiedon saapuneesta vastauksesta sähköpostiviestin välityksellä." "Åtgärden du beskriver kräver i allmänhet tillstånd eller anmälan. Tillståndsplikten behandlas bland annat i kommunens egen byggnadsordning. <br><br>Om du inte hittar information som du behöver, kan du kolla anvisningar som gäller ärendehantering  genom  att göra begäran om rådgivning.<br><br>. Din fråga förmedlas till myndigheten som är ansvarig om tillståndsärenden i din kommun. Vi informerar dig om svaret med e-post."
"operations.aloitusoikeus" "Aloittamisoikeuden hakeminen rakennustyölle erillisenä toimenpiteenä" "Sökande om rätt att påbörja byggnadsarbete som skild åtgärd"
"operations.aloitusoikeus.desc" "Voit hakea oikeutta suorittaa rakennustöitä ennen kuin lupasi on saanut lainvoiman." "Du kan ansöka om rätt utföra byggarbeten innan ditt tillstånd har hunnit vinna laga kraft."
"operations.asemakaava-laadinta" "Asemakaavalaadinnan hakeminen" "Ansökan om utarbetande av detaljplan"
"operations.asemakaava-laadinta.desc" "" ""
"operations.asemakaava-muutos" "Asemakaavamuutoksen hakeminen" "Ansökan om detaljplanändring"
"operations.asemakaava-muutos.desc" "" ""
"operations.Asuinhuoneiston jakaminen tai yhdistaminen" "Asuinhuoneiston jakaminen tai yhdistäminen" "Sammanslagning eller delning av bostadslägenheter"
"operations.asuinrakennus" "Asuinrakennuksen rakentaminen" "Uppförande av bostadshus"
"operations.asuinrakennus.desc" "Hankkeesi vaatii luvan. Sinun kannattaa myös tutustua alla listattuihin sivustoihin, joilta löydät lisää tietoa kunnan käytännöistä.<br><br>Jos hankkeessasi poiketaan rakennusjärjestyksestä, kaavamääräyksistä tai rakentaminen tapahtuu asemakaava-alueen ulkopuolella ranta-alueella, tulee sinun hakea ensin lupaa poikkeamiselle. Poikkeamispäätös tarvitaan myös, jos rakennuspaikalla ei ole voimassa oikeusvaikutteista yleiskaavaa. Poikkeamiseen vaaditaan aina erityinen syy. Suunnittelutarvealueille lupaa haettaessa sinun tulee ensin hakea suunnittelutarveratkaisua. Asiointi tehdään kunnan kanssa.<br><br><b>Tarvitset hankkeellesi pätevän pääsuunnittelijan, jonka tehtävänä on huolehtia hankkeeseen liittyvästä, ammattilaisen osaamista vaativasta asioinnista. </b>Pääsuunnittelijan kelpoisuusvaatimukset riippuvat hankkeesi vaativuudesta. <br><br>Voit kysyä pääsuunnittelijavaatimuksista, poikkeamisista ja muista hankkeeseesi liittyvistä asioista kunnan rakennusvalvonnasta Lupapisteen kautta tekemällä neuvontapyynnön.<br><br>Lähetämme sinulle tiedon saapuneesta vastauksesta sähköpostiviestin välityksellä." "Ditt projekt kräver tillstånd. Det lönar sig också att bekanta sig med de webbplatser som listas nedan där du hittar mer information om kommunens bruk. <br><br>Om man avviker från byggnadsordningen eller planbestämmelser eller om byggandet sker utanför detaljplaneområdet i strandområde, måste du först ansöka om undantagstillstånd. Undantagstillstånd behövs också ifall byggplatsen saknar ikraftvarande detaljplan med rättsverkning. Avvikelse kräver alltid en speciell orsak. Om du ansöker om tillstånd på planeringsbehovsområde måste du först ansöka om ett avgörande om planeringsbehov.  Ärendehanteringen sköts med kommunen. <br><br><b>Du behöver en kompetent huvudplanerare vars uppgift är att ta hand om den ärendehantering som kräver yrkeskunskap. </b>Kompetenskraven på huvudplaneraren beror på hur krävande projektet är. <br><br>Du kan fråga om krav på huvudplanerare, avvikelser och andra saker som gäller ditt projekt från byggnadstillsynen i din kommun genom att göra en begäran om rådgivning via Lupapiste. <br><br>Vi informerar dig om svaret per e-post."
"operations.Auto- tai grillikatos, vaja, kioski tai vastaava" "Autokatoksen tai muun katoksen tai vajan (esim. grillikatos, venevaja) rakentaminen" "Byggande av täckt bilparkering eller annat skyddstak eller skjul (t.ex. grilltak, båtskjul)"
"operations.auto-katos" "Autokatoksen tai muun katoksen tai vajan (esim. grillikatos, venevaja) rakentaminen" "Byggande av täckt bilparkering eller annat skyddstak eller skjul (t.ex. grilltak, båtskjul)"
"operations.auto-katos.desc" "Kuvaamasi toimenpide vaatii yleensä luvan tai ilmoituksen.<br><br> Luvanvaraisuudesta kerrotaan muun muassa kunnan omassa rakennusjärjestyksessä.<br><br>Mikäli et löydä tarvitsemaasi tietoa, voit varmistaa asiointiin liittyvät ohjeet tekemällä neuvontapyynnön.<br><br>Kysymyksesi välitetään kunnan lupa-asioista vastaavalle viranomaiselle.<br><br> Lähetämme sinulle tiedon saapuneesta vastauksesta sähköpostiviestin välityksellä." "Åtgärden du beskriver kräver i allmänhet tillstånd eller anmälan. Tillståndsplikten behandlas bland annat i kommunens egen byggnadsordning. <br><br>Om du inte hittar information som du behöver, kan du kolla anvisningar som gäller ärendehantering  genom  att göra begäran om rådgivning.<br><br>. Din fråga förmedlas till myndigheten som är ansvarig om tillståndsärenden i din kommun. Vi informerar dig om svaret med e-post."
"operations.default-description" "Kuvaamasi toimenpide vaatii yleensä luvan tai ilmoituksen.<br><br> Luvanvaraisuudesta kerrotaan muun muassa kunnan omassa rakennusjärjestyksessä.<br><br>Mikäli et löydä tarvitsemaasi tietoa, voit varmistaa asiointiin liittyvät ohjeet tekemällä neuvontapyynnön.<br><br>Kysymyksesi välitetään kunnan lupa-asioista vastaavalle viranomaiselle.<br><br> Lähetämme sinulle tiedon saapuneesta vastauksesta sähköpostiviestin välityksellä." "Åtgärden du beskriver kräver i allmänhet tillstånd eller anmälan. Tillståndsplikten behandlas bland annat i kommunens egen byggnadsordning. <br><br>Om du inte hittar information som du behöver, kan du kolla anvisningar som gäller ärendehantering  genom  att göra begäran om rådgivning.<br><br>. Din fråga förmedlas till myndigheten som är ansvarig om tillståndsärenden i din kommun. Vi informerar dig om svaret med e-post."
"operations.Elinympariston muuttaminen" "Asuinympäristön muuttaminen" "Ändring av boendemiljön"
"operations.halkominen" "Tontin tai kiinteistön halkominen" "Klyvning av tomt eller fastighet"
"operations.halkominen.desc" "Halkominen on toimitus, jolla voidaan purkaa tilan tai tontin yhteisomistus omiksi tonteikseen. Ennen halkomista on tonttijako muutettava vastaamaan haluttua lopputulosta. Halkomista voi hakea omistaja, jolla on lainhuuto kohdekiinteistön määräosaan. Asemakaava-alueella voidaan halkominen tehdä vain, jos sen lopputuloksena syntyy tonttijaon mukaisia tontteja. Halkomisen yhteydessä voidaan asiakkaan hakemuksesta perustaa rasitteita. Tällöin tulee hakemukseen liittää mukaan rasitesopimus, jossa on liitekartta." "Klyvning är en förrättning med vilken man kan upphäva samägande av lägenheten eller tomten till skilda tomter. Innan klyvningen bör tomtindelningen ändras så att den motsvarar önskat slutresultat. En ägare som har lagfart på en kvotdel av en lägenhet har rätt att ansöka om klyvning. Inom ett detaljplaneområde bör klyvningen förättas på ett sådant sätt att slutresultatet motsvarar detaljplanens tomtindelning. I samband med klyvningen kan man på sökandens begäran bilda servitut. I dessa fall bifogas till ansökan ett servitutsavtal med kartbilaga."
"operations.jakaminen-tai-yhdistaminen" "Asuinhuoneiston jakaminen tai yhdistäminen" "Sammanslagning eller delning av bostadslägenheter"
"operations.jakaminen-tai-yhdistaminen.desc" "Hankkeesi vaatii luvan. Sinun kannattaa myös tutustua alla listattuihin sivustoihin, joilta löydät lisää tietoa kunnan käytännöistä.<br><br>Jos hankkeessasi poiketaan rakennusjärjestyksestä, kaavamääräyksistä tai rakentaminen tapahtuu asemakaava-alueen ulkopuolella ranta-alueella, tulee sinun hakea ensin lupaa poikkeamiselle. Poikkeamispäätös tarvitaan myös, jos rakennuspaikalla ei ole voimassa oikeusvaikutteista yleiskaavaa. Poikkeamiseen vaaditaan aina erityinen syy. Suunnittelutarvealueille lupaa haettaessa sinun tulee ensin hakea suunnittelutarveratkaisua. Asiointi tehdään kunnan kanssa.<br><br><b>Tarvitset hankkeellesi pätevän pääsuunnittelijan, jonka tehtävänä on huolehtia hankkeeseen liittyvästä, ammattilaisen osaamista vaativasta asioinnista. </b>Pääsuunnittelijan kelpoisuusvaatimukset riippuvat hankkeesi vaativuudesta. <br><br>Voit kysyä pääsuunnittelijavaatimuksista, poikkeamisista ja muista hankkeeseesi liittyvistä asioista kunnan rakennusvalvonnasta Lupapisteen kautta tekemällä neuvontapyynnön.<br><br>Lähetämme sinulle tiedon saapuneesta vastauksesta sähköpostiviestin välityksellä." "Ditt projekt kräver tillstånd. Det lönar sig också att bekanta sig med de webbplatser som listas nedan där du hittar mer information om kommunens bruk. <br><br>Om man avviker från byggnadsordningen eller planbestämmelser eller om byggandet sker utanför detaljplaneområdet i strandområde, måste du först ansöka om undantagstillstånd. Undantagstillstånd behövs också ifall byggplatsen saknar ikraftvarande detaljplan med rättsverkning. Avvikelse kräver alltid en speciell orsak. Om du ansöker om tillstånd på planeringsbehovsområde måste du först ansöka om ett avgörande om planeringsbehov.  Ärendehanteringen sköts med kommunen. <br><br><b>Du behöver en kompetent huvudplanerare vars uppgift är att ta hand om den ärendehantering som kräver yrkeskunskap. </b>Kompetenskraven på huvudplaneraren beror på hur krävande projektet är. <br><br>Du kan fråga om krav på huvudplanerare, avvikelser och andra saker som gäller ditt projekt från byggnadstillsynen i din kommun genom att göra en begäran om rådgivning via Lupapiste. <br><br>Vi informerar dig om svaret per e-post."
